flag,id,prefix,question_text,answer_text,unit_text
missing_answer,QA1294,QA,"A motorbike moves along the x-axis with the equation `x = 60 - 54(t - 7)`, where `x` is in kilometers (km) and `t` is in hours (h).
a) Determine the time when the motorbike passes through the origin.
b) Determine the distance traveled and the velocity of the motorbike in 30 minutes, starting from the beginning of its motion.",,
missing_answer,QA1324,QA,"A point mass with m=200g undergoes simple harmonic motion with the velocity equation v=40 $\pi$ sin(5$\pi$t + $\frac{\pi }{4}$ ) (cm/s). Determine:
a) the amplitude and initial phase of the particle's motion.
b) the state of motion of the particle after 1 second from t=0.
c) the expression for the net force acting on the particle.",,
missing_answer,QA1446,QA,"An object oscillates along a path of 12 cm, with a period of 0.1 s. Calculate the amplitude and the frequency of the oscillation.",,
missing_answer,QA1460,QA,"An electric current flows through a conductive loop at two points A and B. The loop is made from a uniform metal wire, homogeneous in material, with a uniform cross-section, and a total length l. Determine the positions of A and B such that the equivalent resistance of the loop (between points A and B) is n times smaller than the total resistance of the entire wire.",,
missing_answer,QA1506,QA,May I ask: What kind of electric field is inside a parallel-plate capacitor?,,
missing_answer,QA1557,QA,"At 5:00 AM, two cars simultaneously depart from two locations A and B, which are 240 km apart, and move towards each other. The two cars meet at 7:00 AM. The speed of the car starting from A is 15 m/s.
Choose the Ox-axis to coincide with AB, with the origin at A.
a/ Calculate the speed of car B.
b/ Write the equations of motion for both cars.
c/ Determine the coordinate where the two cars meet.",,
missing_answer,QA1561,QA,A body undergoing simple harmonic motion has an amplitude A = 4 cm and a period T = 2 s. Choose the origin of time (t=0) when the object passes through the equilibrium position in the positive direction. What is the equation of motion for the object?,,
missing_answer,QA1612,QA,"A car moves in uniform linear motion according to the equation x = 20 + 5t (where x is measured in meters and t is measured in seconds). Determine:
a) The initial position of the car.
b) The velocity of the car.
c) The position of the car after 30 minutes.
d) Calculate the distance the car travels in 5 minutes.",,
missing_answer,QA1613,QA,"The equation of motion for an object is given by x = -3t + 4 (where x is in meters and t is in seconds).
A) Determine the object's initial position and its velocity. In which direction of the coordinate system will the object move, and at what speed?
B) Determine the object's position and calculate the total distance it has traveled after 1 minute 20 seconds.",,
missing_answer,QA1690,QA,A car travels from A to B at a speed of 40 km/h. Then it travels back from B to A at a speed of 60 km/h. Calculate the car's average speed.,,
missing_answer,QA1706,QA,"Place two charges, q1 = q2 = 10^-9 C, at two points (let's call them A and B) 12 cm apart.",,
missing_answer,QA1712,QA,What's the difference between a resistor and a potentiometer?,,
missing_answer,QA1762,QA,"Two electric charges, q1 = 8 x 10^-8 C and q2 = -8 x 10^-8 C, are placed at points A and B in the air, separated by a distance AB = 6 cm. Determine the electric force acting on a third charge, q3 = 8 x 10^-8 C, placed at point C, if CA = CB = 5 cm.",,
missing_answer,QA1769,QA,"Two point charges, q1 = 1×10^-8 C and q2 = -1×10^-8 C, are placed at points A and B, separated by a distance of 2d = 6 cm. Point M lies on the perpendicular bisector of AB, at a distance of 3 cm from the line segment AB.
a) Calculate the electric field strength at M.
b) Calculate the electric force acting on a charge q = 2×10^-9 C placed at M.",,
missing_answer,QA1774,QA,"2. What are the measurement results for voltage, current, and resistance from Exercise 3 when the power source is 0V, 3V, 6V, and 9V, respectively?",,
missing_answer,QA1902,QA,"Two identical small metal spheres, each with a mass m = 0.1g, are hung from the same point by two strings of equal length l = 10cm. When a charge q is imparted to the two spheres, they are observed to separate and reach equilibrium when each string makes an angle of 15 degrees with the vertical.
a) Calculate the magnitude of the electrostatic interaction force between the two spheres.
b) Calculate the tension in each string.
c) Calculate the magnitude of the charge q (on each sphere).
(Use g = 10 m/s²)",,
missing_answer,QA1906,QA,"If the problem states that R1 = R2 = R3 = R, then is the equivalent resistance (Rtđ) equal to R? Or should I calculate the equivalent resistance as R1 + R2 + R3?",,
missing_answer,QA1951,QA,"If an industrial complex uses 112 light bulbs of 40W, 60W, and 150W types, all with a rated voltage of 220V, and the bulbs operate normally, how many bulbs of each type are needed? (Assume power consumption remains constant.)",,
missing_answer,QA2030,QA,"A power source has an internal resistance of 0.1Ω and is connected to an external resistor of 4.8Ω. At that time, the terminal voltage across the source is 12V. Calculate the current in the circuit and the electromotive force (EMF) of the source.",,
missing_answer,QA2143,QA,"Given m = 1.8 g, two spheres are suspended from the same point by two thin strings of length l = 1.5 m.
a/ If each sphere is given a charge q = 1.2 x 10^-8 C, they separate by a distance 'a'. Calculate 'a', assuming the deflection angle of the strings from the vertical is very small. Take g = 10 m/s².
b/ Due to some reason, one of the two spheres loses its charge. Describe the phenomenon that occurs. Calculate the new distance between the spheres.",,
missing_answer,QA2167,QA,"Two charges, `q` and `-q`, are placed at points A and B respectively, separated by a distance `AB = 2d`. A positive charge `q1 = q` is placed on the perpendicular bisector of the line segment AB, at a distance `x` from AB.
a) Determine the net electric force acting on `q1`.
b) Apply the following values: `q = 48 * 10^-6 C`; `d = 6 cm`; `x = 8 cm`.",,
missing_answer,QA2178,QA,"A metal sphere with a mass of m = 100g, carrying a charge q = $10^{-3}$ / $\√[]{3}$ C, is suspended in a uniform horizontal electric field of magnitude E = 1000 V/m by a light, flexible, insulating string of length l = 90cm.
1. If the electric field is suddenly switched off (reduced to zero), what is the maximum speed of the sphere afterward?
2. If the direction of the electric field is suddenly reversed while its magnitude remains the same, what is the maximum speed of the sphere?",,
missing_answer,QA2206,QA,"At 7:00 AM, two points A and B are 100 km apart on the same straight line. Two cars depart from points A and B and move towards each other. Car A has a speed of 60 km/h, and Car B has a speed of 40 km/h.
a) Write the equations of motion for the two cars.
b) Determine the position and time when the two cars meet.
c) Determine the time(s) when the two cars are 4 km apart.
d) When the two cars meet, what distance has each car traveled?",,
missing_answer,QA2224,QA,"At 7:00 AM, two points A and B are 100 km apart on the same straight line. Two cars start simultaneously, traveling towards each other in opposite directions. Car A has a speed of 60 km/h, and Car B has a speed of 40 km/h.
a) Write the equations of motion for the two cars.
b) Determine the position and time when the two cars meet.
c) Determine the time(s) when the two cars are 4 km apart.
d) When the two cars meet, what distance has each car traveled?",,
missing_answer,QA2229,QA,"A calorimeter contains three substances that do not react with each other.
The initial masses and temperatures of the three substances are:
m1 = 1 kg, m2 = 10 kg, m3 = 5 kg
t1 = 6°C, t2 = -40°C, t3 = 60°C
Their respective specific heat capacities are:
C1 = 2000 J/kgK, C2 = 4000 J/kgK, C3 = 2000 J/kgK
Please help me solve this problem. Can anyone provide a solution or approach similar to this?",,
missing_answer,QA2234,QA,"At 7:00 AM, two points A and B are 100 km apart on a straight line. Two cars start simultaneously from A and B, traveling towards each other in opposite directions. Car A has a speed of 60 km/h, and Car B has a speed of 40 km/h.
a) Write the equations of motion for the two cars.
b) Determine the position and time when the two cars meet.
c) Determine the time when the two cars are 4 km apart.
d) Calculate the distance each car has traveled when they meet.",,
missing_answer,QA2235,QA,An object travels along a straight line. It covers the first half of the distance at a speed of v1 = 10 m/s and the second half at a speed of v2 = 15 m/s. Determine the average speed for the entire journey.,,
missing_answer,QA2244,QA,"Two charges q1 = 10^-8 C and q2 = 4.10^-8 C are placed at points A and B, 9 cm apart in a vacuum. At what position should a third charge q3 = 2.10^-6 C be placed so that it is in equilibrium?",,
missing_answer,QA2247,QA,"An object travels over two consecutive path segments with speeds v1 and v2 respectively. Under what conditions will the average speed over the entire path be equal to the arithmetic mean of the two speeds, (v1 + v2) / 2? Derive an expression for the average speed over these two segments.",,
missing_answer,QA2253,QA,"Given the equation for the superposition of two oscillations:
X = 3cos(πt - 5π/6)
The equation for oscillation x1 is:
x1 = 5cos(πt + π/6)
Find oscillation x2.",,
missing_answer,QA2280,QA,"Four point charges q1, q2, q3, and q4 are placed in air at the vertices A, B, C, and D, respectively, of a square. If the net electric force exerted by charges q1, q2, and q3 on charge q4 is directed along the side AD, what is the relationship between q2 and q3?",,
missing_answer,QA2338,QA,"At 7:00 AM, two cars start simultaneously from points A and B, which are 100 km apart on a straight line. The cars move towards each other. Car A has a speed of 60 km/h, and Car B has a speed of 40 km/h.
a, Write the equations of motion for both cars.
b, Determine the position and time when the two cars meet.
c, Determine the time(s) when the two cars are 4 km apart.
d, When the two cars meet, what distance has each car traveled?",,
missing_answer,QA2365,QA,"An object undergoes simple harmonic motion on the Ox axis with a frequency f = 4 Hz. Its initial position is x = 3 cm. After 1/24 second, the object returns to its initial position. What is the equation of motion for the object?",,
missing_answer,QA2407,QA,"Consider two charges: q1 = q2 = 12 x 10⁻⁹ C, each with a mass m = 0.6 g. They are suspended in the air by two light strings, each 50 cm long, from a common suspension point.
a. Calculate the electrostatic force acting on each charge.
b. Determine the angle between the two strings.",,
missing_answer,QA2434,QA,"A projectile is launched with an initial velocity (Vo) of 600 m/s at an angle of 45° to the horizontal. Assume g = 10 m/s².
a. Write the equations of motion and the equation of the trajectory for the projectile.
b. Calculate the velocity of the projectile after 1.5 seconds of flight.
c. How long does it take for the projectile to reach its maximum height, and what is that maximum height?
d. Determine the total time of flight (until the projectile hits the ground) and calculate its horizontal range.",,
missing_answer,QA2480,QA,A car is traveling at a speed of 42 km/h. A 100m long train is moving in the opposite direction to the car and passes it in 3 seconds. Calculate the speed of the train.,,
missing_answer,QA2499,QA,An object falls freely from a height h to the ground. What is the formula to calculate the velocity v of the free-falling object?,,
missing_answer,QA2503,QA,What is the formula for the distance traveled in uniformly accelerated rectilinear motion?,,
missing_answer,QA2510,QA,A particle undergoes simple harmonic motion satisfying the relation (v²/640) + (x²/16) = 1. Calculate the period of oscillation of the particle.,,
missing_answer,QA2520,QA,"Three positive charges, each with a magnitude of q = 3 x 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of a = 30 cm, in air. How should a charge q0 be placed (position and value) so that all four charges are in equilibrium?",,
missing_answer,QA2523,QA,"A square coil consisting of 100 turns, with side length a = 10 cm, rotates around an axis passing through its center O in a magnetic field with a strength B = 0.2 T. The coil rotates at a speed of 300 revolutions/minute. The coil has a resistance R = 5 ohms. Calculate the heat dissipated when it completes 1200 revolutions.",,
missing_answer,QA2556,QA,"Three people are traveling a distance of 48km from point A to point B. They have only one bicycle, which can carry a maximum of two people. The bicycle's speed is 12 km/h, and their walking speed is 4 km/h. Initially, Person 1 and Person 2 ride the bicycle together from A to an intermediate point C. At C, Person 1 turns back to pick up Person 3 (who has been walking from A), while Person 2 dismounts and continues walking towards B. All three people arrive at point B at the exact same time. Calculate the average speed for each person.",,
missing_answer,QA2573,QA,"A car is initially moving at a velocity of 5 m/s. It then accelerates, and after 20 seconds, it reaches a velocity of 54 km/h.
a) Determine the distance the car traveled during this acceleration period.
b) Upon reaching 54 km/h, the car starts moving up an incline. Given that after 20 seconds, the car has traveled the entire length of the incline and comes to a complete stop at its peak, calculate the length of the incline and the car's velocity when it has covered half the distance of the incline.",,
missing_answer,QA2574,QA,An object undergoes simple harmonic motion according to the equation x = Acos(2πt - $\frac{\pi}{3}$). When does the object pass through the equilibrium position in the negative direction?,,
missing_answer,QA2610,QA,"Given two electric charges q1 = 10^-6 C and q2 = 4 * 10^-6 C, placed at two points A and B, separated by 10 cm. Calculate the net force acting on a third charge q3 = -2 * 10^-6 C when:
a) q3 is placed at a point 5 cm from q1 and 5 cm from q2. (This implies q3 is at the midpoint of the segment AB).
b) q3 is placed at a point 5 cm from q1 and 15 cm from q2.
c) q3 is placed at a point 6 cm from q1 and 8 cm from q2.
d) q3 is placed at a point such that it forms an equilateral triangle with A and B.
e) q3 is placed on the perpendicular bisector of AB, at a distance of 5 cm from the line segment AB (or from the midpoint of AB).",,
missing_answer,QA2655,QA,"A car starts from rest. After 10 seconds, it reaches a velocity of 18 km/h.
a) Calculate the acceleration of the car. What type of motion is it?
b) After 30 seconds from the start, what is the velocity of the car? Calculate the average velocity of the car during these 30 seconds.",,
missing_answer,QA2676,QA,"A conductor has a resistance R1 = 20 ohms. Initially, a voltage U1 = 4V is applied across its ends.
A, Calculate the electric current flowing through the conductor.
B, If the voltage applied across the ends of the conductor is doubled, what will be the value of the electric current?",,
missing_answer,QA2679,QA,"A car travels from A to B.
For the first 1/4 of the total time, the car travels at a speed of 50 km/h.
For the middle 1/2 of the total time, the car travels at a speed of 40 km/h.
For the final 1/4 of the total time, the car travels at a speed of 20 km/h.
Calculate the average speed of the car.",,
missing_answer,QA2685,QA,"Given the displacement x = 4cos(10πt + π/3) cm, what are the object's displacement and velocity at t = 0.5 s?",,
missing_answer,QA2711,QA,A heavy object is suspended by a string from the ceiling of a train car moving at a constant velocity. The object can be considered a simple pendulum with a natural oscillation period of T0 = 1.0 s. The train is jolted when it passes over the rail joints. It is observed that the object oscillates most strongly when the train's speed is 45 km/h. Calculate the length of the rail segments (or the distance between rail joints).,,
missing_answer,QA2811,QA,An object undergoes forced oscillation under the action of a harmonically varying external force with period t. What is the oscillation frequency of the object in the steady state?,,
missing_answer,QA2899,QA,How to calculate distance?,,
missing_answer,QA2920,QA,"There are two electric charges of equal magnitude placed in a vacuum, separated by 10 cm. The repulsive force between them is 9 x 10^-5 N. Determine the sign and magnitude of these two charges.",,
missing_answer,QA2926,QA,What is the origin of force?,,
missing_answer,QA2936,QA,"At 6 AM, a cyclist starts chasing a pedestrian who is already 8km ahead. Both move at constant velocities of 12 km/h and 4 km/h, respectively. Find the position and time when the cyclist catches up to the pedestrian. Choose the positive direction as the direction of motion, the origin of coordinates as the cyclist's position at 6 AM, and the origin of time as 6 AM.",,
missing_answer,QA2955,QA,"A vibrating string OM, 90 cm long, is fixed at both ends. The antinodal amplitude is 3 cm. Point N is the point closest to O that has an amplitude of 1.5 cm. What is the distance ON?",,
missing_answer,QA2964,QA,"The cable of an unmanned elevator, initially stationary at a height of 120 meters, snapped. What is its speed when it passes the midpoint of its fall? And what distance does it cover during the first half of its total fall time?",,
missing_answer,QA2974,QA,"Formulate the equation of motion for uniformly rectilinear motion in the following cases:""
a) The magnitude of the velocity is 20 m/s. The object moves in the negative direction, and at t = 2s, its position is +60m (or it is 60m from the origin in the positive direction).
b) At t = 1s, the object is 15m from the origin, and at t = 4s, it passes through the origin.",,
missing_answer,QA2985,QA,A bicycle travels the first half of the distance at an average speed of 12 km/h and the second half of the distance at an average speed of 20 km/h. Calculate the average speed over the entire distance.,,
missing_answer,QA3013,QA,"A vehicle undergoes uniform linear motion on a straight line, starting from point M and moving towards point N. The distance MN is 100m, and its velocity is v = 2m/s.
a) Write the equation of motion for the bicycle. Choose the origin of the coordinate system and the origin of time as the place and time when the bicycle begins its motion.
b) How long does it take for the bicycle to reach N?",,
missing_answer,QA3014,QA,"Given two point charges, q1 = 2 × 10^-8 C and q2 = -2 × 10^-8 C, are placed 10 cm apart in air. Find the net force exerted by q1 and q2 on a third charge, q3 = 2 × 10^-8 C, which is placed 8 cm from q1 and 6 cm from q2.",,
missing_answer,QA3039,QA,"A car starts moving from rest with constant acceleration and travels a distance of 90m in 6s.
a/ Calculate the acceleration of the car.
b/ Calculate the speed of the car at the end of those 6 seconds.",,
missing_answer,QA3048,QA,"A car starts from rest and moves with constant acceleration in a straight line. After traveling the first 100m, it reaches a speed of 10 m/s.
a/ Calculate the magnitude of the car's acceleration.
b/ Calculate the distance the car travels and its speed after the first 5 seconds.",,
missing_answer,QA3063,QA,"When the voltage across a conductor increases by 2.5V, the current through the wire increases by 0.2A. When the voltage decreases by 2V, how much does the current increase?",,
missing_answer,QA3064,QA,"A train begins to brake, undergoing uniformly decelerated linear motion, and comes to a stop after 20 seconds. During this time, the train travels 120m.
a/ Calculate the speed of the train at the moment it started braking.
b/ Calculate the acceleration of the train during the braking process.",,
missing_answer,QA3073,QA,"Given two electric charges, q1 = 4 x 10⁻⁸ C and q2 = -4 x 10⁻⁸ C, are placed at points A and B respectively. A and B are separated by 8 cm in air. Determine the force acting on a point charge Q = 2 x 10⁻⁸ C when Q is placed at the midpoint of AB.",,
missing_answer,QA3078,QA,"At 5:15 AM, two vehicles depart simultaneously from two points A and B, which are 200 km apart. Vehicle 1 departs from A with a speed of 50 km/h, heading towards B. Vehicle 2 departs from B with a speed of 30 km/h, heading towards A.
Choose A as the reference point (origin), with the positive direction from A to B.
a) Write the equations of motion for the two vehicles.
b) How far apart are the two vehicles at 6:00 AM?
c) Determine the time and position when the two vehicles meet.",,
missing_answer,QA3096,QA,"Initially, a support is used to hold an object at the position where the spring is undeformed. The object has a mass of 500g and the spring has k = 40 N/m. The support is then moved downwards with an acceleration a = 2 m/s². Calculate the amplitude of the object's oscillation. Use g = 10 m/s².",,
missing_answer,QA3102,QA,"Two small, electrically neutral spheres are placed in the air, separated by 40 cm. Suppose 4 x 10^13 electrons are transferred from one sphere to the other.
 Do the two spheres attract or repel each other?
 Calculate the magnitude of this force.
(Given the elementary charge e = -1.6 x 10^-19 C)",,
missing_answer,QA3107,QA,"A car is traveling at a speed of 20 m/s when its engine is turned off. It then undergoes uniformly decelerated motion, traveling an additional 200 m before coming to a complete stop.
a/ Calculate the acceleration and the total time the car travels from the moment the engine is turned off until it stops.
b/ From the moment the engine is turned off, how much time does the car take to travel the first 100 m?",,
missing_answer,QA3113,QA,"Given two point charges:
q1 = 4 x 10^-10 C
q2 = -4 x 10^-10 C
These charges are placed at points A and B, respectively, in air, with the distance AB = 10 cm. Determine the electric field vector E at the following points:
a) The midpoint of AB.
b) A point M such that MA = MB = 10 cm.",,
missing_answer,QA3132,QA,"A car starts from rest at point O and undergoes uniformly accelerated linear motion. It subsequently passes through two points A and B, respectively (the distance AB = 19.2 m). The speed at A is 1 m/s, and the time taken to travel from A to B is 12 s. Calculate:
a) the acceleration of the motion.
b) the time taken to travel from O to B and the speed at B.",,
missing_answer,QA3139,QA,A simple pendulum of length l = 2.00 m undergoes simple harmonic motion at a location where the acceleration due to gravity is g = 9.80 m/s². How many complete oscillations does the pendulum perform in 5.00 minutes?,,
missing_answer,QA3153,QA,"Consider two point charges: $q_1 = 6 \times 10^{-6}$ C and $q_2 = -8 \times 10^{-6}$ C.
They are placed at points A and B, respectively, in a vacuum, with the distance between them being AB = 10 cm.
a) Determine the electrostatic force between the two charges.
b) An additional point charge $q_0 = 10^{-6}$ C is placed at point C. Determine the net force acting on $q_0$ in the following scenarios:
Scenario 1: CA = 2 cm, CB = 8 cm
Scenario 2: CA = 6 cm, CB = 8 cm
Scenario 3: The net force acting on $q_0$ is zero. Determine the position of C.",,
missing_answer,QA3154,QA,"Which of the following people can consider the airplane as a point mass, and why?""
A. A passenger inside the plane.
B. The pilot flying that plane.
C. A person observing the plane flying up into the sky from below.
D. The driver of a car guiding the plane to its parking spot.
Choose the correct answer and explain.",,
missing_answer,QA3157,QA,"For the first 10 seconds, the train's velocity decreased from 54 km/h to 18 km/h. It then moved at a constant velocity for the next 30 seconds. Finally, it decelerated uniformly and traveled for another 10 seconds until it came to a complete stop. Calculate the acceleration for each segment.",,
missing_answer,QA3321,QA,"A train slows down from 72 km/h to 36 km/h over 20 seconds. Then, it moves at a constant velocity for 0.5 minutes. Finally, it decelerates uniformly and comes to a complete stop after traveling an additional 40 meters.
Calculate the acceleration for each segment of its motion and the average velocity over the entire journey.",,
missing_answer,QA3322,QA,"A motorboat is moving at an initial velocity Vo = 36 km/h when its engine is shut off. It then undergoes uniformly decelerated straight-line motion, reaching the dock after half a minute. Calculate:
a) The acceleration of the motorboat and the total distance it travels from the moment the engine is shut off until it reaches the dock.
b) The distance the motorboat travels in the first 2 seconds and in the last 2 seconds (before reaching the dock).",,
missing_answer,QA3332,QA,"An object undergoes simple harmonic motion with the equation x=4cos(5πt - 2π/3), where t is in seconds. Take π²=10. What is the acceleration of the object at t=0.4s?",,
missing_answer,QA3334,QA,"An object undergoes simple harmonic motion with the equation x = 10cos(2πt - π/4), where t is in seconds. Use π² = 10 for calculations. What is the magnitude of the object's maximum acceleration?",,
missing_answer,QA3406,QA,An object undergoes simple harmonic motion with its position given by the equation x = 5cos(πt + π/3). What is the maximum distance the object can travel in a time interval of 1.5 seconds?,,
missing_answer,QA3409,QA,"An object undergoes simple harmonic motion. The equation of motion is given by:
`x = 6cos(2πt - π/3) cm`
a, Determine the amplitude (A), frequency (f), and initial phase.
b, Calculate the phase at t=0 (initial phase).
c, Calculate the total distance traveled during the first 0.5s.
d, Calculate the total distance traveled during the first 1s.",,
missing_answer,QA3461,QA,"Two small identical metal spheres, carrying charges of q and -q/4 respectively, are placed in air separated by a distance r. They are attracting each other with a force of magnitude F. If we connect them with a conducting wire and then remove the wire, what will be the magnitude of the repulsive force between the two spheres afterwards?",,
missing_answer,QA3473,QA,"A particle undergoes simple harmonic motion with an amplitude of 8cm. In 1 minute, the particle completes 40 oscillations. Calculate its maximum velocity.",,
missing_answer,QA3480,QA,"A car has a speed of 60 km/h and starts moving along the positive x-axis from point A, which is 5 km away from the origin O.
a) Write the equation of motion.
b) Draw graphs representing the change in position over time and the distance traveled over time.",,
missing_answer,QA3484,QA,"A horizontal mass-spring system oscillates with an amplitude of A = 8 cm, a period of T = 0.5 s, and a mass of m = 400 g. Use π² = 10. Calculate the maximum elastic force exerted on the object.",,
missing_answer,QA3492,QA,"Three small spheres A, B, and C, each with mass *m* and charge *q*, are placed on a horizontal frictionless table. They are connected to each other by insulating threads, forming a right-angled triangle ABC, with the right angle at A. Given that angle ABC is *α* and the length of side BC is *l*. The thread connecting B and C breaks. Determine the acceleration of each sphere at the instant the thread breaks.",,
missing_answer,QA3517,QA,The oscillation equation of an object is given by: x = a sin(5πt) + a cos(5πt) (cm). What is the amplitude of the object's oscillation?,,
missing_answer,QA3525,QA,Under the action of an object (or force) given by: F=0.8cos( 5t-pi/2) N. The object has a mass m=400g and undergoes simple harmonic motion. What is the amplitude of the object's oscillation?,,
missing_answer,QA3583,QA,An object slides down an inclined plane with an initial velocity of 10 cm/s. The incline is 2 m long. The object reaches the bottom of the incline after 5 s. Calculate the acceleration.,,
missing_answer,QA3616,QA,"Two vehicles are moving uniformly in a straight line on the same path with constant velocities. If they move in opposite directions, after 20 minutes, the distance between them is 30 km. If they move in the same direction, after 20 minutes, the distance between them decreases by 6 km. Calculate the velocity of each vehicle.",,
missing_answer,QA3618,QA,"Two vehicles start from a point A on a straight road and move in the same direction.
Vehicle 1: Departs at 8:00 AM with a constant speed of 60 km/h. After traveling for 45 minutes, it stops for a 15-minute rest, then continues at the same speed.
Vehicle 2: Departs at 8:30 AM, chasing Vehicle 1 at a speed of 70 km/h. Write the equations of motion for both vehicles.""",,
missing_answer,QA3624,QA,"At 7:00 AM, two cars start simultaneously from two points A and B, which are 2400m apart. They move with uniformly accelerated motion in opposite directions. The car starting from A has an acceleration of 1 m/s², and the car starting from B has an acceleration of 2 m/s².
a) Write the equations of motion for the two cars. Choose A as the origin of the coordinate system, the positive direction is from A to B, and the origin of time (t=0) is at 7:00 AM.
b) Determine the time and position when the two cars meet.",,
missing_answer,QA3634,QA,"State the formula for the instantaneous velocity of an object moving at a point on its path. Also, specify the requirements concerning the magnitudes of the quantities in that formula.",,
missing_answer,QA3648,QA,"A particle undergoes simple harmonic motion on the Ox axis. When the particle passes through the equilibrium position, its speed is 20 cm/s. When the particle has a speed of 10 cm/s, its acceleration has a magnitude of 40√3 cm/s². What is the amplitude of the particle's oscillation?",,
missing_answer,QA3657,QA,"Two motorbikes are traveling at a constant speed from A to B, a distance of 75km. Motorbike I has a speed of 15 km/h and travels continuously without stopping. Motorbike II starts 1 hour earlier but takes a 2-hour break along the way. What speed must Motorbike II travel at to arrive at B at the same time as Motorbike I?",,
missing_answer,QA3672,QA,"Two cars, moving at constant speeds, start simultaneously from two locations 50 km apart.
If they travel towards each other (or in opposite directions), they will meet after 30 minutes.
If they travel in the same direction, one will catch up to the other after 2 hours.
Calculate the speed of each car.",,
missing_answer,QA3717,QA,"The car was traveling at a speed of 36 km/h when it began to descend a hill. However, due to brake failure, the car moved with constant acceleration down the entire 960 m long slope, with an acceleration of 0.2 m/s².
a) Calculate the time it takes for the car to travel down the entire slope.
b) What is the car's velocity at the end of the slope?",,
missing_answer,QA3748,QA,"Given two charges:
 q1 = 4 nC
 q2 > 0
They are fixed at points A and B respectively in a vacuum.
A third charge:
 q3 = 0.6 nC
It is located on a ray Ax, originating from point A, which forms an angle of 150 degrees with the line segment AB.
The position of q3 is varied along the ray Ax. Find the distance between q1 (at A) and q3 such that two conditions are met simultaneously:**
1. The magnitude of the total electric force acting on q1 is 27 N.
2. The electric force exerted by q3 on q1 is maximum.",,
missing_answer,QA3856,QA,"A marble undergoes uniformly accelerated straight-line motion without initial velocity on an inclined plane, and in the 5th second, it travels a distance of 36cm.
a/ Calculate the acceleration of the marble.",,
missing_answer,QA3879,QA,"A horizontal spring-mass system undergoes Simple Harmonic Motion (SHM) with a period T=2s and mass m=400g. The maximum and minimum lengths of the spring are 60cm and 40cm, respectively. The positive direction is defined as pointing away from the fixed support point. Use π²=10.
a. Calculate the restoring force when the spring's length is 45cm.
b. Calculate the restoring force when the velocity v= 5π cm/s and v is increasing.
c. Calculate the shortest time interval between two consecutive instances when the restoring force F= 0.2N.",,
missing_answer,QA3898,QA,What phenomenon is it when a bubble flies up into the sky and then bursts? Why?,,
missing_answer,QA3910,QA,"Here are a few ways to translate ""Cho em hỏi câu vật lí với ạ"" into English, depending on the context and desired level of formality:
1. **""I have a physics question.""** (Most direct and common, implies you're about to ask it.)
2. **""I'd like to ask a physics question.""** (Polite, indicates your intent.)
3. **""Can I ask a physics question?""** (Common, seeking permission.)
4. **""May I ask a physics question?""** (More formal and polite way to seek permission.)
5. **""Excuse me, I have a physics question.""** (Good if you're initiating a conversation or interrupting.)
The ""ạ"" in Vietnamese conveys politeness and deference. The English translations above try to capture that implicitly, or you could add ""please"" for extra emphasis on politeness (e.g., ""Can I ask a physics question, please?"").",,
missing_answer,QA3938,QA,"On the water surface, there are two coherent sources placed at points A and B, oscillating in phase vertically, emitting two waves with wavelength λ. On the segment AB, there are 9 positions where the water particles oscillate with maximum amplitude. C and D are two points on the water surface such that ABCD is a square. M is a point on side CD and lies on the first-order constructive interference fringe (MA - MB = λ). It is known that the particle at M oscillates out of phase with the sources. What is the length of segment AB among the following values?
A. 4.6 λ.
B. 4.4 λ.
C. 4.7 λ.
D. 4.3 λ.",,
missing_answer,QA3950,QA,"Two small spheres with charges q1 = 2 x 10^-9 C and q2 = 4 x 10^-9 C are placed a distance d apart in the air, and they repel each other with a force of 4 x 10^-5 N. If the two charges are brought into contact with each other, and then placed back at the original distance d, what will be the interaction force between them?",,
missing_answer,QA3958,QA,Please help me with this. An object oscillates along the Ox axis with the equation x=4cos(2t+pi/6) cm. What is the shortest time for the object to travel from the position x=2cm to the position where its acceleration is a=-8√2 cm/s²?,,
missing_answer,QA3961,QA,Two small charged objects are placed R = 2cm apart and repel each other with a force F = 1N. The total charge of the two objects is 5 x 10⁻⁵ C. Determine the charge of each object.,,
missing_answer,QA3976,QA,"A soldier fired a gun straight at a distant target. The time from firing until the bullet hit the target was 0.45s. The time from firing until the sound of the bullet hitting the target was heard was 2s.
Calculate:
a) The distance from the firing position to the target.
b) The velocity of the bullet.
Assume the bullet travels at a constant velocity. The speed of sound in air is 340 m/s.",,
missing_answer,QA3977,QA,"On a bus route, the buses are considered to move at a constant speed of 36 km/h. Two consecutive buses are scheduled to depart 15 minutes apart. A person riding a motorcycle in the opposite direction observes two consecutive buses passing them with a time interval of 10 minutes. Calculate the speed of the motorcycle rider.",,
missing_answer,QA4002,QA,"If two electric charges are placed in kerosene (which has a dielectric constant of 2), and the distance between them is simultaneously reduced by r/3 (assuming the initial distance was r), what is the new electrostatic force F?",,
missing_answer,QA4080,QA,"A car travels from A to B. For the first 1/4 of the total travel time, the car moves at 50 km/h. For the next 1/2 of the total travel time, it moves at 40 km/h. And for the final 1/4 of the total travel time, it moves at 20 km/h. What is the average speed of the car?",,
